date,name,mobility_score
2020-05-11,Melbourne - West,0.27070901585441015
2020-05-11,Mornington Peninsula,0.2828071830218547
2020-05-11,all,0.190397918663581
2020-05-12,Melbourne - Inner,0.19711278035966232
2020-05-12,Melbourne - Inner East,0.12801873750062998
2020-05-12,Melbourne - Inner South,0.20900146426301
2020-05-12,Melbourne - North East,0.1912629877570125
2020-05-12,Melbourne - North West,0.373671892669868
2020-05-12,Melbourne - Outer East,0.19615112615181637
2020-05-12,Melbourne - South East,0.25083359804331856
2020-05-12,Melbourne - West,0.2619119189254055
2020-05-12,Mornington Peninsula,0.3328250965500482
2020-05-12,all,0.20791247364093918
2020-05-13,Melbourne - Inner,0.21927240346672489
2020-05-13,Melbourne - Inner East,0.15262098938953583
2020-05-13,Melbourne - Inner South,0.2725196194423843
2020-05-13,Melbourne - North East,0.27840803295009403
2020-05-13,Melbourne - North West,0.2907454852271348
2020-05-13,Melbourne - Outer East,0.37569242809466047
2020-05-13,Melbourne - South East,0.25546473769432965
2020-05-13,Melbourne - West,0.29069054041898923
2020-05-13,Mornington Peninsula,0.23971248053828376
2020-05-13,all,0.22428948360833525
2020-05-14,Melbourne - Inner,0.24483712207260483
2020-05-14,Melbourne - Inner East,0.20100832836538052
2020-05-14,Melbourne - Inner South,0.2663713937847079
2020-05-14,Melbourne - North East,0.24194155507472961
2020-05-14,Melbourne - North West,0.2980671865185932
2020-05-14,Melbourne - Outer East,0.30329860205878484
2020-05-14,Melbourne - South East,0.3480981757996182
2020-05-14,Melbourne - West,0.3009760608365329
2020-05-14,Mornington Peninsula,0.3096721159816615
2020-05-14,all,0.2441801050202156
2020-05-15,Melbourne - Inner,0.2635797144870977
2020-05-15,Melbourne - Inner East,0.26442045453054175
2020-05-15,Melbourne - Inner South,0.28314779672226836
2020-05-15,Melbourne - North East,0.3687549741698034
2020-05-15,Melbourne - North West,0.3435486616985833
2020-05-15,Melbourne - Outer East,0.23204048491071227
2020-05-15,Melbourne - South East,0.4034471416069077
2020-05-15,Melbourne - West,0.3201019244826136
2020-05-15,Mornington Peninsula,0.3125178046066287
2020-05-15,all,0.27961180129881097
2020-05-16,Melbourne - Inner,0.27704377478385434
2020-05-16,Melbourne - Inner East,0.30895968647483246
